Tipo de Incidencia,Clave de incidencia,ID de la incidencia,Resumen,Parent summary,Prioridad,Estado,Sprint de ejecución,Tipo de prueba,Atributo,Nivel de prueba,Tag0,Tag1,Tag2,Eatpa de la prueba,Ambiente,Reportado,Fecha Reporte,Version de correccion 1,Desarrollador,Sprint última regresión,Â¿En qué versión fue corregido?,Estrategia de ejecución
Suggestion,WEB-342,97,Email field validation does not work correctly.,WEB-342,Alta,En progreso,Sprint 12,Exploratoria,Funcional,Sistema,Software Tradicional,DWH,On-Premise- Hibrido,Construcción,Desarrollo,Miguel Herrera,3/27/2024,v1.0.1,Mateo Linares,,v1.0.2,Manual
Suggestion,WEB-342,98,Validation errors are not shown in real time.,WEB-342,Baja,Resuelto,Sprint 11,Exploratoria,Funcional,Unitaria,SAP,Datalake,On-Premise- Hibrido,Ideación,ShadowDR),Laura Ortega,7/1/2024,v1.0.1,Esteban Méndez,Sprint 13,v1.0.2,Manual
Suggestion,WEB-342,99,Misalignment in interface elements.,WEB-342,Más Alta,Resuelto,Sprint 11,Funcional,Funcional,Unitaria,Datos,DWH,Cloud,Construcción,Producción,Lucía Ferníndez,3/24/2024,v1.0.1,Raúl Espinosa,,v1.0.2,Manual
Finding,CORE-568,100,Exported data does not match what is displayed on screen.,CORE-568,Media,Cerrado,Sprint 13,Funcional,Funcional,integracion,SAP,DWH,On-Premise- Hibrido,Requisitos,Producción,Mateo Linares,2/18/2024,v1.0.1,Isabela Aguirre,,v1.0.2,Manual
Finding,MOB-589,101,The system does not respond when clicking certain buttons.,MOB-589,Baja,Resuelto,Sprint 2,Carga,Funcional,Sistema,Software IA,CRM,Mainframe,Construcción,Sandbox,Sofía Morales,10/29/2025,v1.0.1,Sebastiín Cortés,,v1.0.2,Manual
Finding,KIOS-411,102,Duplicate content is displayed in the results list.,KIOS-411,Media,Reabierto,Sprint 8,Integración,Datos,Unitaria,Software Tradicional,ERP,Cloud,Ideación,Pre-Producción,Mariana Círdenas,4/11/2025,v1.0.1,Miguel Herrera,,v1.0.2,Manual
Finding,API-073,103,Browser compatibility issue on mobile devices.,API-073,Más Alta,Rechazado,Sprint 0,Carga,Funcional,integracion,SAP,CRM,Mainframe,Requisitos,Sandbox,Mateo Linares,11/8/2024,v1.0.1,Mariana Círdenas,,v1.0.2,Manual
Finding,BD-921,104,Permisos incorrectos asignados a usuarios estíndar.,BD-921,Baja,Resuelto,Sprint 10,Funcional,Seguridad,Sistema,SAP,CORE Banking,On-Premise- Hibrido,Ideación,Integracion,Jorge Ramírez,2/24/2025,v1.0.1,Jorge Ramírez,Sprint 20,v1.0.2,Manual
Finding,MOB-589,105,The system does not respond when clicking certain buttons.,MOB-589,Media,En progreso,Sprint 15,Funcional,Datos,Unitaria,Software Tradicional,Datalake,Cloud,Ideación,Sandbox,Juan Pérez,7/22/2024,v1.0.1,Lucía Ferníndez,,v1.0.2,Manual
Finding,API-073,106,Misalignment in interface elements.,API-073,Más Alta,Rechazado,Sprint 3,Carga,Datos,integracion,Software IA,ERP,On-Premise- Hibrido,Ideación,Integracion,Isabela Aguirre,2/15/2025,v1.0.1,Lucía Ferníndez,,v1.0.2,Manual
Finding,WEB-342,107,Browser compatibility issue on mobile devices.,WEB-342,Media,Cerrado,Sprint 5,Exploratoria,Funcional,UAT,SAP,DWH,Cloud,Construcción,Pruebas,Mateo Linares,10/18/2024,v1.0.1,Laura Ortega,,v1.0.2,Manual
Finding,POS-101,108,Email field validation does not work correctly.,POS-101,Alta,Pendiente,Sprint 6,Exploratoria,Datos,Unitaria,Software IA,CRM,On-Premise- Hibrido,Construcción,Pre-Producción,Sofía Morales,3/11/2024,v1.0.1,Paula Navarro,,v1.0.2,Manual
Finding,MOB-589,109,The autocomplete function does not suggest expected values.,MOB-589,Baja,En progreso,Sprint 12,Carga,Desempeño,integracion,Software IA,CRM,On-Premise- Hibrido,Operacion,ShadowDR),Esteban Méndez,1/10/2025,v1.0.1,Pedro Cruz,,v1.0.2,Manual
Finding,MOB-589,110,Datos no persisten después de actualizar la pígina.,MOB-589,Media,Rechazado,Sprint 16,Carga,Funcional,UAT,Software Tradicional,CORE Banking,Mainframe,Construcción,Producción,Mariana Círdenas,8/2/2025,v1.0.1,Mariana Círdenas,,v1.0.2,Manual
Finding,KIOS-411,111,Datos no persisten después de actualizar la pígina.,KIOS-411,Más Alta,Pendiente,Sprint 9,Funcional,Funcional,Unitaria,SAP,CORE Banking,Mainframe,Construcción,Producción,Esteban Méndez,2/19/2025,v1.0.1,Gabriela Paredes,Sprint 17,v1.0.2,Automatizada
Finding,POS-101,112,Duplicate content is displayed in the results list.,POS-101,Baja,Cerrado,Sprint 11,Integración,Desempeño,integracion,Software Tradicional,CORE Banking,Cloud,Construcción,Sandbox,Raúl Espinosa,1/28/2024,v1.0.1,Isabela Aguirre,,v1.0.2,Manual
Finding,POS-101,113,The autocomplete function does not suggest expected values.,POS-101,Media,Pendiente,Sprint 14,Funcional,Funcional,Unitaria,Software Tradicional,CORE Banking,On-Premise- Hibrido,Operacion,Pre-Producción,Gabriela Paredes,1/17/2024,v1.0.1,Daniela Ríos,,v1.0.2,Automatizada
Finding,POS-101,114,Exported data does not match what is displayed on screen.,POS-101,Baja,Resuelto,Sprint 12,Funcional,Funcional,Sistema,SAP,CRM,Mainframe,Requisitos,Producción,Jorge Ramírez,7/20/2025,v1.0.1,Antonella Duque,Sprint 19,v1.0.2,Automatizada
Finding,WEB-342,115,Confirmation message is not displayed after submitting the form.,WEB-342,Media,Cerrado,Sprint 14,Funcional,Funcional,integracion,Software Tradicional,Datalake,Mainframe,Operacion,Pruebas,Pedro Cruz,8/10/2024,v1.0.1,Sofía Morales,,v1.0.2,Manual
Finding,CORE-568,116,Datos no persisten después de actualizar la pígina.,CORE-568,Baja,Cerrado,Sprint 7,Funcional,Funcional,integracion,SAP,ERP,On-Premise- Hibrido,Ideación,Sandbox,Valentina Castillo,9/13/2024,v1.0.1,Sofía Morales,Sprint 16,v1.0.2,Automatizada
Finding,POS-101,117,Logs are generated with NullPointerException errors.,POS-101,Más Alta,Resuelto,Sprint 1,Funcional,Funcional,Unitaria,Software Tradicional,ERP,Cloud,Ideación,Desarrollo,Gabriela Paredes,2/14/2025,v1.0.1,Ana López,,v1.0.2,Manual
Finding,BD-921,118,The system freezes when entering special characters.,BD-921,Baja,Cerrado,Sprint 2,Aceptación,Seguridad,UAT,Software Tradicional,CORE Banking,Cloud,Construcción,ShadowDR),Miguel Herrera,8/9/2025,v1.0.1,Sofía Morales,,v1.0.2,Manual
Finding,WEB-342,119,Navigation failure between main module screens.,WEB-342,Alta,Resuelto,Sprint 11,Integración,Portabilidad,UAT,Software IA,DWH,Mainframe,Ideación,ShadowDR),Laura Ortega,5/10/2024,v1.0.1,Miguel Herrera,,v1.0.2,Manual
Finding,KIOS-411,120,Logs are generated with NullPointerException errors.,KIOS-411,Media,En progreso,Sprint 11,Carga,Funcional,integracion,Datos,CRM,Mainframe,Operacion,ShadowDR),Gabriela Paredes,4/17/2024,v1.0.1,Camila Vargas,,v1.0.2,Manual
Finding,MOB-589,121,Navigation failure between main module screens.,MOB-589,Baja,Pendiente,Sprint 3,Regresión,Portabilidad,Unitaria,SAP,DWH,Mainframe,Operacion,Sandbox,Mariana Círdenas,10/18/2025,v1.0.1,Laura Ortega,,v1.0.2,Manual
Finding,API-073,122,Confirmation message is not displayed after submitting the form.,API-073,Media,Cerrado,Sprint 12,Funcional,Funcional,UAT,Software Tradicional,DWH,Mainframe,Requisitos,Desarrollo,Ana López,6/14/2024,v1.0.1,Sofía Morales,,v1.0.2,Automatizada
Finding,WEB-342,123,The autocomplete function does not suggest expected values.,WEB-342,Más Alta,En progreso,Sprint 14,Funcional,Funcional,Unitaria,Software Tradicional,CORE Banking,On-Premise- Hibrido,Ideación,Producción,Miguel Herrera,4/24/2024,v1.0.1,Mariana Círdenas,,v1.0.2,Manual
Finding,CORE-568,124,Duplicate content is displayed in the results list.,CORE-568,Media,Cerrado,Sprint 0,Funcional,Funcional,Sistema,Datos,DWH,On-Premise- Hibrido,Operacion,Producción,Gabriela Paredes,5/27/2024,v1.0.1,Pedro Cruz,,v1.0.2,Automatizada
Finding,POS-101,125,Datos no persisten después de actualizar la pígina.,POS-101,Media,Resuelto,Sprint 16,Carga,Funcional,integracion,Software Tradicional,Datalake,On-Premise- Hibrido,Ideación,ShadowDR),Ana López,9/1/2024,v1.0.1,Mariana Círdenas,Sprint 19,v1.0.2,Manual
Finding,WEB-342,126,The send button remains inactive even with complete fields.,WEB-342,Baja,Resuelto,Sprint 18,Funcional,UX,Unitaria,Software IA,Datalake,Cloud,Construcción,Desarrollo,Isabela Aguirre,6/22/2025,v1.0.1,Camila Vargas,Sprint 19,v1.0.2,Manual
Finding,CORE-568,127,The search component does not filter properly.,CORE-568,Alta,Resuelto,Sprint 2,Funcional,Funcional,UAT,SAP,Datalake,Mainframe,Operacion,Producción,Miguel Herrera,5/17/2024,v1.0.1,Pedro Cruz,,v1.0.2,Manual
Finding,API-073,128,Misalignment in interface elements.,API-073,Baja,En progreso,Sprint 13,Funcional,Desempeño,integracion,Datos,ERP,On-Premise- Hibrido,Operacion,Pre-Producción,Juan Pérez,3/23/2024,v1.0.1,Ana López,,v1.0.2,Manual
Finding,API-073,129,Duplicate content is displayed in the results list.,API-073,Alta,Rechazado,Sprint 16,Funcional,Funcional,Sistema,Software IA,CRM,Cloud,Construcción,Pre-Producción,Mariana Círdenas,5/3/2025,v1.0.1,Pedro Cruz,,v1.0.2,Manual
Finding,API-073,130,Datos no persisten después de actualizar la pígina.,API-073,Media,Resuelto,Sprint 3,Regresión,Funcional,integracion,Software Tradicional,CRM,Mainframe,Requisitos,ShadowDR),Daniela Ríos,2/13/2024,v1.0.1,Lucía Ferníndez,Sprint 20,v1.0.2,Manual
Finding,CORE-568,131,The system freezes when entering special characters.,CORE-568,Alta,En progreso,Sprint 13,Funcional,Funcional,Unitaria,Datos,ERP,Cloud,Construcción,Integracion,Esteban Méndez,5/22/2024,v1.0.1,Daniela Ríos,,v1.0.2,Automatizada
Suggestion,BD-921,132,The search component does not filter properly.,BD-921,Alta,En progreso,Sprint 2,Sanity,Funcional,Unitaria,SAP,Datalake,On-Premise- Hibrido,Ideación,Pre-Producción,Sofía Morales,7/19/2024,v1.0.1,Sofía Morales,,v1.0.2,Manual
Suggestion,BD-921,133,Browser compatibility issue on mobile devices.,BD-921,Más Alta,Pendiente,Sprint 13,Funcional,Funcional,integracion,Software Tradicional,CORE Banking,Mainframe,Construcción,Pruebas,Gabriela Paredes,6/5/2024,v1.0.1,Sofía Morales,,v1.0.2,Manual
Suggestion,API-073,134,Browser compatibility issue on mobile devices.,API-073,Media,En progreso,Sprint 9,Integración,Funcional,UAT,SAP,Datalake,On-Premise- Hibrido,Ideación,Integracion,Isabela Aguirre,2/11/2025,v1.0.1,Valentina Castillo,Sprint 12,v1.0.2,Manual
Finding,BD-921,135,Navigation failure between main module screens.,BD-921,Media,En progreso,Sprint 15,Funcional,Funcional,Unitaria,SAP,CORE Banking,Mainframe,Operacion,Integracion,Sofía Morales,8/19/2024,v1.0.1,Laura Ortega,,v1.0.2,Manual
Finding,WEB-342,136,Logs are generated with NullPointerException errors.,WEB-342,Media,En progreso,Sprint 0,Aceptación,Funcional,Unitaria,Software IA,Datalake,On-Premise- Hibrido,Requisitos,Integracion,Jorge Ramírez,6/19/2025,v1.0.1,Mariana Círdenas,,v1.0.2,Manual
Finding,API-073,137,The system does not respond when clicking certain buttons.,API-073,Media,Cerrado,Sprint 4,Funcional,Funcional,Sistema,Software IA,CORE Banking,Mainframe,Construcción,Producción,Jorge Ramírez,4/25/2025,v1.0.1,Esteban Méndez,,v1.0.2,Automatizada
Finding,API-073,138,Error al guardar los cambios cuando el formulario estí incompleto.,API-073,Alta,Pendiente,Sprint 0,Funcional,Desempeño,integracion,Software IA,DWH,Cloud,Construcción,Pre-Producción,Juan Pérez,9/21/2025,v1.0.1,Pedro Cruz,,v1.0.2,Manual
Finding,POS-101,139,Logs are generated with NullPointerException errors.,POS-101,Baja,Rechazado,Sprint 15,Funcional,Funcional,Sistema,SAP,CRM,Mainframe,Ideación,Pre-Producción,Camila Vargas,9/17/2025,v1.0.1,Lucía Ferníndez,,v1.0.2,Automatizada
Finding,MOB-589,140,Logs are generated with NullPointerException errors.,MOB-589,Media,En progreso,Sprint 1,Funcional,Funcional,UAT,SAP,ERP,Mainframe,Operacion,ShadowDR),Ana López,7/30/2025,v1.0.1,Pedro Cruz,,v1.0.2,Manual
Finding,API-073,141,Datos no persisten después de actualizar la pígina.,API-073,Alta,En progreso,Sprint 16,Smoke,Datos,integracion,Software IA,CORE Banking,Mainframe,Operacion,Desarrollo,Camila Vargas,4/17/2025,v1.0.1,Camila Vargas,,v1.0.2,Manual
Finding,CORE-568,142,Error al guardar los cambios cuando el formulario estí incompleto.,CORE-568,Alta,En progreso,Sprint 11,Sanity,Funcional,Sistema,SAP,DWH,On-Premise- Hibrido,Operacion,Desarrollo,Miguel Herrera,8/29/2024,v1.0.1,Gabriela Paredes,Sprint 11,v1.0.2,Manual
Finding,MOB-589,143,The system freezes when entering special characters.,MOB-589,Alta,Resuelto,Sprint 12,Sanity,Funcional,UAT,Software IA,DWH,On-Premise- Hibrido,Requisitos,Integracion,Gabriela Paredes,8/4/2024,v1.0.1,Gabriela Paredes,Sprint 12,v1.0.2,Manual
Finding,MOB-589,144,The system freezes when entering special characters.,MOB-589,Baja,Pendiente,Sprint 16,Funcional,Compatibilidad,Unitaria,SAP,ERP,Cloud,Construcción,ShadowDR),Ana López,9/22/2024,v1.0.1,Mateo Linares,Sprint 19,v1.0.2,Manual
Finding,BD-921,145,Browser compatibility issue on mobile devices.,BD-921,Media,Resuelto,Sprint 14,Aceptación,Compatibilidad,Unitaria,Software Tradicional,CRM,Cloud,Construcción,Pruebas,Mariana Círdenas,8/19/2025,v1.0.1,Sofía Morales,,v1.0.2,Manual
Finding,BD-921,146,Duplicate content is displayed in the results list.,BD-921,Alta,En progreso,Sprint 12,Funcional,Desempeño,integracion,Datos,Datalake,On-Premise- Hibrido,Requisitos,Pre-Producción,Paula Navarro,2/11/2024,v1.0.1,Pedro Cruz,Sprint 17,v1.0.2,Manual
Finding,KIOS-411,147,The autocomplete function does not suggest expected values.,KIOS-411,Más Alta,Cerrado,Sprint 1,Smoke,Funcional,Unitaria,Datos,CORE Banking,On-Premise- Hibrido,Operacion,Sandbox,Lucía Ferníndez,4/6/2024,v1.0.1,Valentina Castillo,,v1.0.2,Manual
Finding,KIOS-411,148,Email field validation does not work correctly.,KIOS-411,Alta,Pendiente,Sprint 13,Smoke,Funcional,UAT,Software IA,CRM,On-Premise- Hibrido,Ideación,ShadowDR),Daniela Ríos,8/11/2024,v1.0.1,Camila Vargas,,v1.0.2,Manual
Finding,MOB-589,149,Exported data does not match what is displayed on screen.,MOB-589,Más Alta,En progreso,Sprint 2,Regresión,UX,Unitaria,Datos,DWH,On-Premise- Hibrido,Requisitos,Sandbox,Valentina Castillo,10/30/2025,v1.0.1,Mariana Círdenas,,v1.0.2,Manual
Finding,MOB-589,150,Exported data does not match what is displayed on screen.,MOB-589,Baja,Pendiente,Sprint 12,Funcional,Desempeño,UAT,SAP,Datalake,Cloud,Ideación,Producción,Laura Ortega,5/22/2025,v1.0.1,Miguel Herrera,,v1.0.2,Manual
Finding,POS-101,151,Email field validation does not work correctly.,POS-101,Baja,Reabierto,Sprint 12,Funcional,Funcional,Sistema,Datos,ERP,Cloud,Construcción,ShadowDR),Miguel Herrera,2/26/2024,v1.0.1,Raúl Espinosa,,v1.0.2,Automatizada
Finding,BD-921,152,Confirmation message is not displayed after submitting the form.,BD-921,Baja,Cerrado,Sprint 2,Funcional,Funcional,Unitaria,Software Tradicional,Datalake,On-Premise- Hibrido,Ideación,Producción,Camila Vargas,6/7/2025,v1.0.1,Antonella Duque,Sprint 11,v1.0.2,Automatizada
Finding,CORE-568,153,The search component does not filter properly.,CORE-568,Baja,Pendiente,Sprint 2,Funcional,Funcional,Sistema,Datos,ERP,Cloud,Ideación,Pre-Producción,Antonella Duque,3/21/2024,v1.0.1,Raúl Espinosa,,v1.0.2,Automatizada
Finding,WEB-342,154,La carga del módulo tarda mís de lo esperado.,WEB-342,Alta,Resuelto,Sprint 12,Funcional,UX,UAT,Datos,CRM,Cloud,Operacion,Integracion,Daniela Ríos,11/26/2024,v1.0.1,Sebastiín Cortés,,v1.0.2,Manual
Finding,BD-921,155,Browser compatibility issue on mobile devices.,BD-921,Baja,Resuelto,Sprint 4,Funcional,Datos,Sistema,Software IA,Datalake,Mainframe,Operacion,Producción,Paula Navarro,9/20/2025,v1.0.1,Juan Pérez,,v1.0.2,Manual
Finding,BD-921,156,Navigation failure between main module screens.,BD-921,Alta,Cerrado,Sprint 12,Funcional,Funcional,Unitaria,Software Tradicional,CRM,Mainframe,Ideación,ShadowDR),Sebastiín Cortés,2/12/2024,v1.0.1,Valentina Castillo,,v1.0.2,Automatizada
Finding,CORE-568,157,The system does not respond when clicking certain buttons.,CORE-568,Más Alta,Pendiente,Sprint 12,Sanity,Desempeño,Unitaria,SAP,CORE Banking,Mainframe,Ideación,Pre-Producción,Laura Ortega,8/29/2025,v1.0.1,Mariana Círdenas,,v1.0.2,Manual
Finding,MOB-589,158,The send button remains inactive even with complete fields.,MOB-589,Baja,Pendiente,Sprint 6,Regresión,Funcional,UAT,SAP,Datalake,Cloud,Requisitos,Pruebas,Raúl Espinosa,9/7/2024,v1.0.1,Gabriela Paredes,Sprint 20,v1.0.2,Manual
Finding,WEB-342,159,Logs are generated with NullPointerException errors.,WEB-342,Baja,Resuelto,Sprint 5,Funcional,Funcional,Sistema,Software Tradicional,Datalake,Mainframe,Operacion,Sandbox,Daniela Ríos,10/3/2025,v1.0.1,Paula Navarro,,v1.0.2,Manual
Finding,API-073,160,Permisos incorrectos asignados a usuarios estíndar.,API-073,Alta,Pendiente,Sprint 13,Funcional,Funcional,integracion,Software Tradicional,Datalake,On-Premise- Hibrido,Construcción,Desarrollo,Camila Vargas,12/6/2024,v1.0.1,Juan Pérez,Sprint 19,v1.0.2,Automatizada
Finding,CORE-568,161,Error al guardar los cambios cuando el formulario estí incompleto.,CORE-568,Baja,Pendiente,Sprint 2,Exploratoria,Funcional,Unitaria,Software IA,CRM,Cloud,Construcción,Pre-Producción,Pedro Cruz,1/29/2025,v1.0.1,Valentina Castillo,Sprint 11,v1.0.2,Manual
Finding,CORE-568,162,Duplicate content is displayed in the results list.,CORE-568,Baja,Resuelto,Sprint 10,Smoke,Desempeño,integracion,Software IA,ERP,Cloud,Operacion,Desarrollo,Camila Vargas,7/8/2024,v1.0.1,Antonella Duque,Sprint 18,v1.0.2,Manual
Finding,MOB-589,163,Exported data does not match what is displayed on screen.,MOB-589,Media,Resuelto,Sprint 10,Regresión,Funcional,Unitaria,Software IA,Datalake,On-Premise- Hibrido,Construcción,Integracion,Jorge Ramírez,10/14/2024,v1.0.1,Esteban Méndez,,v1.0.2,Manual
Finding,BD-921,164,La carga del módulo tarda mís de lo esperado.,BD-921,Alta,Resuelto,Sprint 2,Integración,Portabilidad,Unitaria,SAP,ERP,Mainframe,Operacion,Sandbox,Paula Navarro,5/4/2025,v1.0.1,Sofía Morales,,v1.0.2,Manual
Finding,POS-101,165,The autocomplete function does not suggest expected values.,POS-101,Media,En progreso,Sprint 11,Smoke,Desempeño,UAT,Software IA,DWH,Cloud,Ideación,Pruebas,Daniela Ríos,12/9/2024,v1.0.1,Ana López,,v1.0.2,Manual
Finding,API-073,166,Duplicate content is displayed in the results list.,API-073,Más Alta,En progreso,Sprint 2,Exploratoria,Portabilidad,UAT,Datos,DWH,On-Premise- Hibrido,Construcción,ShadowDR),Lucía Ferníndez,10/25/2025,v1.0.1,Mariana Círdenas,Sprint 6,v1.0.2,Manual
Suggestion,BD-921,167,Error al guardar los cambios cuando el formulario estí incompleto.,BD-921,Alta,Rechazado,Sprint 1,Funcional,Funcional,Unitaria,Software Tradicional,CORE Banking,Mainframe,Requisitos,ShadowDR),Esteban Méndez,1/18/2025,v1.0.1,Sofía Morales,,v1.0.2,Manual
Suggestion,POS-101,168,Issues with message internationalization.,POS-101,Media,Resuelto,Sprint 7,Funcional,Funcional,Unitaria,SAP,CORE Banking,On-Premise- Hibrido,Requisitos,Pruebas,Miguel Herrera,4/2/2025,v1.0.1,Raúl Espinosa,Sprint 18,v1.0.2,Manual
Suggestion,CORE-568,169,Duplicate content is displayed in the results list.,CORE-568,Media,En progreso,Sprint 14,Funcional,Funcional,Sistema,SAP,DWH,Mainframe,Construcción,Producción,Juan Pérez,9/10/2025,v1.0.1,Laura Ortega,,v1.0.2,Manual
Finding,MOB-589,170,Misalignment in interface elements.,MOB-589,Baja,Pendiente,Sprint 6,Regresión,Datos,UAT,Software Tradicional,ERP,On-Premise- Hibrido,Ideación,ShadowDR),Juan Pérez,3/10/2025,v1.0.1,Jorge Ramírez,,v1.0.2,Manual
Finding,MOB-589,171,Exported data does not match what is displayed on screen.,MOB-589,Media,Resuelto,Sprint 13,Funcional,Funcional,Sistema,SAP,DWH,Mainframe,Operacion,Producción,Jorge Ramírez,3/20/2024,v1.0.1,Sofía Morales,,v1.0.2,Manual
Finding,BD-921,172,The autocomplete function does not suggest expected values.,BD-921,Más Alta,Rechazado,Sprint 12,Smoke,Portabilidad,Unitaria,SAP,ERP,Mainframe,Operacion,Sandbox,Raúl Espinosa,3/6/2024,v1.0.1,Gabriela Paredes,,v1.0.2,Manual
Finding,BD-921,173,Navigation failure between main module screens.,BD-921,Media,En progreso,Sprint 10,Integración,Funcional,integracion,Software IA,Datalake,Cloud,Construcción,Producción,Lucía Ferníndez,1/8/2025,v1.0.1,Juan Pérez,,v1.0.2,Manual
Finding,WEB-342,174,Navigation failure between main module screens.,WEB-342,Media,Cerrado,Sprint 7,Integración,Funcional,Unitaria,Datos,ERP,On-Premise- Hibrido,Construcción,Integracion,Sofía Morales,3/4/2024,v1.0.1,Mariana Círdenas,,v1.0.2,Manual
Finding,API-073,175,Misalignment in interface elements.,API-073,Media,En progreso,Sprint 5,Funcional,Funcional,UAT,Software Tradicional,Datalake,Mainframe,Operacion,Pruebas,Raúl Espinosa,7/27/2025,v1.0.1,Isabela Aguirre,Sprint 12,v1.0.2,Manual
Finding,API-073,176,Confirmation message is not displayed after submitting the form.,API-073,Más Alta,Pendiente,Sprint 12,Aceptación,Portabilidad,integracion,Software IA,CRM,Cloud,Requisitos,Sandbox,Daniela Ríos,6/15/2024,v1.0.1,Mateo Linares,Sprint 19,v1.0.2,Manual
Finding,BD-921,177,The autocomplete function does not suggest expected values.,BD-921,Más Alta,Resuelto,Sprint 0,Funcional,Funcional,Unitaria,Software Tradicional,CORE Banking,Mainframe,Construcción,Producción,Jorge Ramírez,1/21/2024,v1.0.1,Laura Ortega,,v1.0.2,Manual
