Tipo de Incidencia,Clave de incidencia,ID de la incidencia,Resumen,Parent summary,Prioridad,Estado,Sprint de ejecución,Tipo de prueba,Atributo,Nivel de prueba,Tag0,Tag1,Tag2,Etapa de la prueba,Ambiente,Reportado,Fecha Reporte,Versión de corrección 1,Desarrollador,Sprint última regresión,En qué versión fue corregido?,Estrategia de ejecución
Story,TECH-2122,469184,Integrate Opt-Out Flags with DataMart and Tableau Reporting,,Trivial,To Do,Sprint 168: 1/22/26 - 2/4/26,Integration,,,Integrate Opt,,,,,Annie Wendel,12/8/2025 11:11,v1.0,Vijay Damania,,v1.0,Manual
Story,TECH-2120,469185,Implement Opt-Out Flags in TMS Backend,,Trivial,To Do,Sprint 167: 1/8/26 - 1/21/26,,,,Implement Opt,Out Flags in TMS Backend,,,,Annie Wendel,12/8/2025 11:11,v1.0,Vijay Damania,,v1.0,Manual
Story,TECH-2116,469182,TMS Account Setup Options to Opt out of Machine Scoring and/or Opt out of AI Training,,Trivial,To Do,Sprint 167: 1/8/26 - 1/21/26,,,,or Opt out of AI Training,,,,,Annie Wendel,12/8/2025 11:11,v1.0,Vijay Damania,,v1.0,Manual
Task,TECH-2023,469072,Add Composite Score column to display,,Trivial,Done,Sprint 164: 11/26 - 12/10/25,,,,Add Composite Score column to display,,,,,Annie Wendel,12/5/2025 16:40,v1.0,Vijay Damania,Sprint 165: 12/10 - 12/24/25,v1.0,Manual
Task,TECH-2022,469070,Surface the default wording on the screen before a search is completed,,Trivial,Done,Sprint 164: 11/26 - 12/10/25,,,,Surface,,,,,Annie Wendel,12/5/2025 16:40,v1.0,Vijay Damania,Sprint 165: 12/10 - 12/24/25,v1.0,Manual
Task,TECH-2021,469068,Change Last Initial to Last Name on both reports,,Trivial,Done,Sprint 164: 11/26 - 12/10/25,,,,Change Last,Initial,Last Name,,,Annie Wendel,12/5/2025 16:39,v1.0,Vijay Damania,Sprint 165: 12/10 - 12/24/25,v1.0,Manual
Epic,TECH-2103,469062,FINANCE: Credit hold for past due clients,,Trivial,To Do,,,,,FINANCE,Credit hold for past due clients,,,,Annie Wendel,12/5/2025 14:41,v1.0,Annie Wendel,,v1.0,Manual
Epic,TECH-2102,469059,AAPPL ILS/PW Machine Scoring Opt Out,,Trivial,In Development,,,,,AAPPL ILS,PW Machine Scoring Opt Out,,,,Annie Wendel,12/5/2025 14:41,v1.0,Vijay Damania,,v1.0,Manual
Non Prod Change,TECH-2020,468954,dasdfasdfasdf,,Trivial,To Do,Sprint 164: 11/26 - 12/10/25,,,,dasdfasdfasdf,,,,,Annie Wendel,12/5/2025 10:56,v1.0,Annie Wendel,Sprint 165: 12/10 - 12/24/25,v1.0,Manual
Task,TECH-2019,468918,CLONE - Question about Folder ID  for the Machine Scoring Project,,Trivial,Done,Sprint 165: 12/10 - 12/24/25,,,,CLONE,,,,,Young-A Son,12/4/2025 19:13,v1.0,Yun Ju Lee,Sprint 166: 12/24/25 - 1/7/26,v1.0,Manual
Bug,TECH-2018,468847,AAPPL Rater Utility - Total Rate Count column displays incorrect data format,,Trivial,Done,Sprint 164: 11/26 - 12/10/25,,Functional,,AAPPL Rater Utility,,,,,Valentina Lorusso,12/4/2025 14:31,v1.0,Annie Wendel,Sprint 165: 12/10 - 12/24/25,v1.0,Manual
Bug,TECH-2016,468678,Rater Announcements - Excel Report Does Not Display Special Characters,,Trivial,Done,Sprint 164: 11/26 - 12/10/25,,Functional,,Rater Announcements,,,,,Valentina Lorusso,12/3/2025 15:21,v1.0,Annie Wendel,Sprint 165: 12/10 - 12/24/25,v1.0,Manual
Bug,TECH-2015,468675,Suggested length for prompts 2-4 is incorrect in Hebrew SOBL WPT,,Trivial,Done,Sprint 164: 11/26 - 12/10/25,,Functional,,Suggested length for prompts 2,,,,,Annie Wendel,12/3/2025 14:33,v1.0,Annie Wendel,Sprint 165: 12/10 - 12/24/25,v1.0,Manual
Test,TECH-2013,468468,AAPPL Rater Utility - verify that the Export to Excel option exports exactly the data currently displayed in the AAPPL Rater Utility Screen,,Trivial,To Do,,,,,AAPPL Rater Utility,,,,,Valentina Lorusso,12/2/2025 14:20,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-2012,468467,AAPPL Rater Utility - Verify Default Level and Daily Limit for Newly Enabled Raters in TMS,,Trivial,To Do,,,,,AAPPL Rater Utility,,,,,Valentina Lorusso,12/2/2025 14:17,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-2011,468466,AAPPL Rater Utility - Verify “Change Daily Fetching Limit” Option in Action Menu,,Trivial,To Do,,,,,AAPPL Rater Utility,,,,,Valentina Lorusso,12/2/2025 14:13,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-2010,468465,AAPPL Rater Utility - Verify “Rate Count Last 4 Weeks” Column Displays Correct Rating Totals,,Trivial,To Do,,,,,AAPPL Rater Utility,,,,,Valentina Lorusso,12/2/2025 14:10,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-2009,468464,AAPPL Rater Utility - validate that the Daily Limit Met column appears in the AAPPL Rater Utility table and accurately shows a Yes/No status,,Trivial,To Do,,,,,AAPPL Rater Utility,No status,,,,Valentina Lorusso,12/2/2025 14:08,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-2008,468463,AAPPL Rater Utility - Verify Addition of “Rater Category” Column and Change Action,,Trivial,To Do,,,,,AAPPL Rater Utility,,,,,Valentina Lorusso,12/2/2025 14:05,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-2007,468462,AAPPL Rater Utility - Verify Removal of “Rater Deactivation” Module from Power User,,Trivial,To Do,,,,,AAPPL Rater Utility,,,,,Valentina Lorusso,12/2/2025 14:02,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-2006,468461,AAPPL Rater Utility - Verify “LS/PW Active” Displays the Rater’s Actual Configuration,,Trivial,To Do,,,,,AAPPL Rater Utility,Verify “LS,,,,Valentina Lorusso,12/2/2025 14:01,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-2005,468459,"AAPPL Rater Utility - Verify Removal of “Enabled” Column, Filter, and Action",,Trivial,To Do,,,,,AAPPL Rater Utility,Verify Removal of “Enabled” Column,Filter,,,Valentina Lorusso,12/2/2025 13:46,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-2004,468458,AAPPL Rater Utility - Verify Label Change from “Language List” to “Rater Languages”,,Trivial,To Do,,,,,AAPPL Rater Utility,,,,,Valentina Lorusso,12/2/2025 13:44,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-2003,468457,AAPPL Rater Utility - Verify Label Change from “Fetching Level” to “Fetching Position”,,Trivial,To Do,,,,,AAPPL Rater Utility,,,,,Valentina Lorusso,12/2/2025 13:42,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-2002,468456,AAPPL Rater Utility - Verify Updated Labels for Level Options,,Trivial,To Do,,,,,AAPPL Rater Utility,Verify Updated Labels for Level Options,,,,Valentina Lorusso,12/2/2025 13:37,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-2001,468455,AAPPL Rater Utility - Verify Removal of “Login ID” Column,,Trivial,To Do,,,,,AAPPL Rater Utility,Verify Removal of “Login ID” Column,,,,Valentina Lorusso,12/2/2025 13:16,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-2000,468454,AAPPL Rater Utility - Verify that the column previously labeled “Rec No” is now correctly labeled “Rater ID”,,Trivial,To Do,,,,,AAPPL Rater Utility,,,,,Valentina Lorusso,12/2/2025 13:15,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-1999,468452,AAPPL Rater Utility - Validate that the “Total Rate Count” column is displayed after the “Language”  column and displays the rating totals by language,,Trivial,To Do,,,,,AAPPL Rater Utility,,,,,Valentina Lorusso,12/2/2025 12:43,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-1998,468451,AAPPL Rater Utility - Verify that the Daily Fetching Limit column is displayed in the AAPPL Rater Utility screen and shows the correct current daily limit for each rater,,Trivial,To Do,,,,,AAPPL Rater Utility,,,,,Valentina Lorusso,12/2/2025 12:31,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-1997,468450,AAPPL Rater Utility - Verify that “Last Rate Date” Displays the Most Recent PW or ILS Submission,,Trivial,To Do,,,,,AAPPL Rater Utility,,,,,Valentina Lorusso,12/2/2025 12:27,v1.0,Valentina Lorusso,,v1.0,Manual
Test Set,TECH-1996,468449,AAPPL Rater Utility,,Trivial,To Do,,,,,AAPPL Rater Utility,,,,,Valentina Lorusso,12/2/2025 12:23,v1.0,Valentina Lorusso,,v1.0,Manual
Test Execution,TECH-1995,468448,Test Execution of AAPPL Rater Utility,,Trivial,Done,Sprint 164: 11/26 - 12/10/25,,,,Test Execution of AAPPL Rater Utility,,,,,Valentina Lorusso,12/2/2025 12:21,v1.0,Valentina Lorusso,Sprint 165: 12/10 - 12/24/25,v1.0,Manual
Bug,TECH-1994,468307,Rater Site Announcements - Protocol selection reverses after saving message in message register,,Trivial,Done,Sprint 164: 11/26 - 12/10/25,,Functional,,Rater Site Announcements,,,,,Valentina Lorusso,12/1/2025 13:59,v1.0,Annie Wendel,,v1.0,Manual
Task,TECH-1993,468304,Magento Failed orders enhancement to create a Candidate Profile if not in TMS,,Trivial,Done,Sprint 164: 11/26 - 12/10/25,,,,Magento Failed,Candidate Profile,TMS,,,Vijay Damania,12/1/2025 13:20,v1.0,Stephen Benavides,Sprint 165: 12/10 - 12/24/25,v1.0,Manual
Story,TECH-1992,468265,"As an LTI employee, I want to set/edit the message for AAPPL High Score and Composite Report in TMS that will appear on Clientsite.",,Trivial,Done,Sprint 164: 11/26 - 12/10/25,,,,As an LTI employee,I want to set,,,,Annie Wendel,12/1/2025 10:57,v1.0,Rohan Gandhi,Sprint 165: 12/10 - 12/24/25,v1.0,Manual
Bug,TECH-1991,468231,Rater Announcements - Chinese and Arabic characters are not rendered properly,,Trivial,Done,Sprint 164: 11/26 - 12/10/25,,Functional,,Rater Announcements,,,,,Valentina Lorusso,11/28/2025 17:05,v1.0,Annie Wendel,,v1.0,Manual
Bug,TECH-1990,468229,Rater Announcements -  System displays incorrect pop-ups and freezes when ‘Message Acknowledgement’ is clicked with no items selected,,Trivial,Done,Sprint 164: 11/26 - 12/10/25,System,Functional,,Rater Announcements,System displays incorrect pop,,,,Valentina Lorusso,11/28/2025 17:01,v1.0,Annie Wendel,,v1.0,Manual
Bug,TECH-1989,468227,Rater Announcements - Unable to register announcements for OPI tests,,Trivial,Done,Sprint 164: 11/26 - 12/10/25,,Functional,,Rater Announcements,,,,,Valentina Lorusso,11/28/2025 16:04,v1.0,Annie Wendel,,v1.0,Manual
Test,TECH-1988,468193,"Rater Announcements - Validate that the admin is able to register a new massage by selecting product, language and protocol",,Trivial,To Do,,,,,Rater Announcements,language and protocol,,,,Valentina Lorusso,11/28/2025 12:10,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-1987,468192,"Rater Announcements - Validate that the message is displayed only to raters assigned to the selected product, language, and protocol",,Trivial,To Do,,,,,Rater Announcements,language,and protocol,,,Valentina Lorusso,11/28/2025 12:09,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-1986,468191,"Rater Announcements - Validate that each rater message displays the poster name, date, and time",,Trivial,To Do,,,,,Rater Announcements,date,and time,,,Valentina Lorusso,11/28/2025 12:08,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-1985,468190,"Rater Announcements - Validate that for the ACTFL user, Rating Admin Site only display “Rater announcement Register” and “Rater announcement Report” menus",,Trivial,To Do,,,,,Rater Announcements,Validate that for the ACTFL user,,,,Valentina Lorusso,11/28/2025 12:08,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-1984,468189,"Rater Announcements - Validate that the acknowledgment report filters correctly by rater, language and date range",,Trivial,To Do,,,,,Rater Announcements,language and date range,,,,Valentina Lorusso,11/28/2025 12:07,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-1983,468188,"Rater Announcements - Validate that acknowledgment reports are separated by product (OPIC, OPI, AAPPL)",,Trivial,To Do,,,,,Rater Announcements,OPI,AAPPL),,,Valentina Lorusso,11/28/2025 12:07,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-1982,468187,Rater Announcements - Validate that the system stores the rater’s acknowledgment for each message,,Trivial,To Do,,System,,,Rater Announcements,,,,,Valentina Lorusso,11/28/2025 12:05,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-1981,468186,Rater Announcements - Validate the flow when multiple ACTFL messages are displayed in the popup,,Trivial,To Do,,,,,Rater Announcements,,,,,Valentina Lorusso,11/28/2025 12:04,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-1980,468185,Rater Announcements - Validate rater cannot proceed without clicking  the acknowledgment button,,Trivial,To Do,,,,,Rater Announcements,,,,,Valentina Lorusso,11/28/2025 12:03,v1.0,Valentina Lorusso,,v1.0,Manual
Test,TECH-1979,468184,Rater Announcements - Validate the rater can acknowledge ACTFL messages in the post-login popup and proceed,,Trivial,To Do,,,,,Rater Announcements,login popup and proceed,,,,Valentina Lorusso,11/28/2025 12:00,v1.0,Valentina Lorusso,,v1.0,Manual
Test Set,TECH-1978,468183,Rater Site Announcements,,Trivial,To Do,,,,,Rater Site Announcements,,,,,Valentina Lorusso,11/28/2025 11:59,v1.0,Valentina Lorusso,,v1.0,Manual
Bug,TECH-1977,468150,Rater Site Announcements - Rating Admin Site - Pop-up message appears when opening Rater Announcements Register menu,,Trivial,Done,Sprint 164: 11/26 - 12/10/25,,Functional,,Rater Site Announcements,Rating Admin Site,Pop,,,Valentina Lorusso,11/27/2025 17:49,v1.0,Annie Wendel,,v1.0,Manual
Test Execution,TECH-1976,468116,Rater Site Announcements Test Execution,,Trivial,Done,Sprint 164: 11/26 - 12/10/25,,,,Rater Site Announcements Test Execution,,,,,Valentina Lorusso,11/27/2025 15:34,v1.0,Valentina Lorusso,Sprint 165: 12/10 - 12/24/25,v1.0,Manual
Task,TECH-1975,468082,CLONE - MTA OPIc notification email updates,,Trivial,Done,Sprint 164: 11/26 - 12/10/25,,,,CLONE,MTA OPIc notification email updates,,,,Dorian Dorado,11/26/2025 18:37,v1.0,Rohan Gandhi,,v1.0,Manual
Task,TECH-1974,468077,Enable SOBL Ordering for 12/8,,Trivial,Done,Sprint 164: 11/26 - 12/10/25,,,,Enable SOBL Ordering for 12,,,,,Annie Wendel,11/26/2025 16:56,v1.0,Vijay Damania,,v1.0,Manual
Story,TECH-1961,467975,CLONE - Fix Labels title in client site,,Trivial,Done,Sprint 164: 11/26 - 12/10/25,,,,CLONE,Fix Labels title in client site,,,,Mark Dulsky,11/26/2025 11:48,v1.0,Rohan Gandhi,Sprint 165: 12/10 - 12/24/25,v1.0,Manual
Task,TECH-1960,467973,CLONE - Updates to TMS rater profiles (consent to text),,Trivial,Done,Sprint 165: 12/10 - 12/24/25,,,,CLONE,,,,,Elizabeth Barker,11/26/2025 11:48,v1.0,Rohan Gandhi,,v1.0,Manual
Bug,TECH-1959,467639,CLONE - Rating Priority --> test priority glitch,,Trivial,Testing Complete,Sprint 165: 12/10 - 12/24/25,,Functional,,CLONE,Rating Priority,> test priority glitch,,,Dorian Dorado,11/24/2025 16:14,V7,Annie Wendel,Sprint 166: 12/24/25 - 1/7/26,V7,Manual
Story,TECH-1958,467571,"When Child account is created and/or clone, carry out setting from parent to child",,Trivial,In Development,Sprint 164: 11/26 - 12/10/25,,,,When Child account is created and,or clone,,,,Vijay Damania,11/24/2025 11:47,v1.0,Stephen Benavides,Sprint 165: 12/10 - 12/24/25,v1.0,Manual
Task,TECH-2131,467408,Correct configuration for affected accounts to enable Candidate Registration Site usage,,Trivial,To Do,,,,,Correct,Candidate Registration,Site,,,Annie Wendel,11/21/2025 14:02,v1.0,Vijay Damania,,v1.0,Manual
Story,TECH-2107,467407,Update Candidate Registration Site to display non-OPI/non-AAPPL tests,,Trivial,To Do,,,,,OPI,non,AAPPL tests,,,Annie Wendel,11/21/2025 14:02,v1.0,Vijay Damania,,v1.0,Manual
Task,TECH-2130,467409,Identify and audit accounts with incorrect Candidate Registration Site routing,,Trivial,To Do,,,,,Identify,Candidate Registration,Site,,,Annie Wendel,11/21/2025 14:02,v1.0,Vijay Damania,,v1.0,Manual
Epic,TECH-2099,467403,OPS: Update to Candidate Registration Site to include non-OPI/non-AAPPL tests,,Trivial,To Do,,,,,OPS,OPI,non,,,Annie Wendel,11/21/2025 14:00,v1.0,Vijay Damania,,v1.0,Manual
Story,TECH-2112,467372,Implement Appt ID column in Tester Availability Calendar,,Trivial,To Do,,,,,Implement Appt,Tester Availability,Calendar,,,Annie Wendel,11/21/2025 13:17,v1.0,Rohan Gandhi,,v1.0,Manual
Story,TECH-2115,467370,Enable Appt ID links to navigate to OPI Follow Up page,,Trivial,To Do,,,,,Enable Appt,OPI Follow,,,,Annie Wendel,11/21/2025 13:17,v1.0,Rohan Gandhi,,v1.0,Manual
Epic,TECH-2100,467368,OPS: OPI Appt ID to be added to Tester Availability Calendar in TMS,,Trivial,To Do,,,,,OPS,,,,,Annie Wendel,11/21/2025 13:15,v1.0,Vijay Damania,,v1.0,Manual
Task,TECH-2129,467367,Update WPT booklet cover page to display only first name and initial of last name,,Trivial,To Do,,,,,Update WPT,,,,,Annie Wendel,11/21/2025 13:14,v1.0,Vijay Damania,,v1.0,Manual
Task,TECH-2134,467364,Revise topics on 'sign-in and warm-up' page to remove PII requests,,Trivial,To Do,,,,,Revise topics on 'sign,in and warm,up' page to remove PII requests,,,Annie Wendel,11/21/2025 13:14,v1.0,Vijay Damania,,v1.0,Manual
Task,TECH-2128,467365,Update transmittal form instructions for file separation,,Trivial,To Do,,,,,Update,,,,,Annie Wendel,11/21/2025 13:14,v1.0,Vijay Damania,,v1.0,Manual
Task,TECH-2127,467366,Update copyright date on WPT booklet,,Trivial,To Do,,,,,Update copyright date on WPT booklet,,,,,Annie Wendel,11/21/2025 13:14,v1.0,Vijay Damania,,v1.0,Manual
Epic,TECH-2101,467359,APM: WPT Booklet Updates,,Trivial,To Do,,,,,APM,WPT Booklet Updates,,,,Annie Wendel,11/21/2025 13:13,v1.0,Annie Wendel,,v1.0,Manual
Story,TECH-2125,467343,"As Support, I want to only see eligible Testers (not Raters) for OPIs in the Switch Tester feature so that I don't match a test to a rater that cannot administer it.",,Trivial,To Do,,,,,As Support,,,,,Annie Wendel,11/21/2025 10:51,v1.0,Rohan Gandhi,,v1.0,Manual
Epic,TECH-2106,467341,OPS: Switch Tester feature in Follow Up to list OPI testers (not OPI raters),,Trivial,To Do,,,,,OPS,,,,,Annie Wendel,11/21/2025 10:48,v1.0,Vijay Damania,,v1.0,Manual
Test Execution,TECH-1957,467006,L&Rcat WCAG Compliace Testing,,Trivial,Done,Sprint 163: 11/13-11/26/25,,,,L&Rcat WCAG Compliace Testing,,,,,Valentina Lorusso,11/18/2025 15:21,v1.0,Valentina Lorusso,,v1.0,Manual
Story,TECH-1953,466897,"26. As LTI, I need to show clients an error message if they are using an Expired Link from the email (22+ days)",,Trivial,Done,Sprint 163: 11/13-11/26/25,,,,26. As LTI,,,,,Annie Wendel,11/17/2025 15:10,v1.0,Vijay Damania,Sprint 164: 11/26 - 12/10/25,v1.0,Manual
Story,TECH-1952,466895,"25. As a Client ordering AAPPL/ALIRA at the lowest level in the hierarchy, I need to see this messaging in the pop-up (in task)",,Trivial,Done,Sprint 163: 11/13-11/26/25,,,,25. As a Client ordering AAPPL,up (in task),,,,Annie Wendel,11/17/2025 15:09,v1.0,Vijay Damania,Sprint 164: 11/26 - 12/10/25,v1.0,Manual
Story,TECH-1951,466893,"24. As LTI, I need to show alternate messaging about the DPA to clients in the lowest position in the hierarchy and apply the signature laterally to accounts and users at the same level and up one level in the hierarchy (but not laterally).",,Trivial,Done,Sprint 163: 11/13-11/26/25,,,,24. As LTI,,,,,Annie Wendel,11/17/2025 15:08,v1.0,Vijay Damania,Sprint 164: 11/26 - 12/10/25,v1.0,Manual
Story,TECH-1944,466879,"17. As a user on a new Client Site account with AAPPL and/or ALIRA enabled, I will be presented with the DPA popup on first login so that my account can be set up in a way that aligns with COPPA requirements.",,Trivial,Done,Sprint 163: 11/13-11/26/25,,,,or ALIRA enabled,,,,,Annie Wendel,11/17/2025 15:04,v1.0,Vijay Damania,Sprint 164: 11/26 - 12/10/25,v1.0,Manual
Story,TECH-2059,466877,Make testing window feature available for AAPPLs ordered standard way - does this require TDS dev?,,Trivial,To Do,,,,,does this require TDS dev?,,,,,Annie Wendel,11/17/2025 14:51,v1.0,Jongman Paek,,v1.0,Manual
Story,TECH-2058,466875,Simplify/Enhance Testing Window Screen,,Trivial,Done,Sprint 165: 12/10 - 12/24/25,,,,Simplify,Enhance Testing Window Screen,,,,Annie Wendel,11/17/2025 14:51,v1.0,Valentina Lorusso,Sprint 166: 12/24/25 - 1/7/26,v1.0,Manual
Story,TECH-2057,466873,Display which logins are under each window/PIN,,Trivial,Done,Sprint 165: 12/10 - 12/24/25,,,,PIN,,,,,Annie Wendel,11/17/2025 14:51,v1.0,Valentina Lorusso,Sprint 166: 12/24/25 - 1/7/26,v1.0,Manual
Story,TECH-2056,466871,Expand testing window to Classlink,,Trivial,Done,Sprint 165: 12/10 - 12/24/25,,,,Expand testing window to Classlink,,,,,Annie Wendel,11/17/2025 14:50,v1.0,Valentina Lorusso,Sprint 166: 12/24/25 - 1/7/26,v1.0,Manual
